estado,grupo,producto_normalizado,nb_categoria,nb_codigo,nb_id_fabricante,nb_nombre,nb_marca,nb_precio_ars,nb_stock,mexx_match_score,mexx_articulo,mexx_nombre,mexx_marca,mexx_precio_ars,mexx_disponibilidad,mexx_diferencia_ars,mexx_diferencia_pct,mexx_url,mejor_diferencia_ars,mejor_fuente
solo_distribuidor,fuentes,fuentes|THERMALTAKE|750W|80 PLUS GOLD|TP|GT|750W|ANALOG|80,FUENTES,121283,TPD-750AH2FXG-3 W,FUENTE GAMER THERMALTAKE TP GT 750W ANALOG 80 PLUS GOLD WHITE,THERMALTAKE,136424.04,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|RAIDMAX|550W||550W|XTB,FUENTES,121484,RX-550XTB,FUENTE GAMER 550W RAIDMAX XTB,RAIDMAX,36424.78,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|RAIDMAX|650W||650W|XTB,FUENTES,121485,RX-650XTB,FUENTE GAMER 650W RAIDMAX XTB,RAIDMAX,43126.94,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|RAIDMAX|600W|80 PLUS BRONZE|600W|VORTEX|80|BRONZE,FUENTES,121488,RX-600AFV,FUENTE 600W RAIDMAX VORTEX 80 PLUS BRONZE GAMER,RAIDMAX,59055.56,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|RAIDMAX|700W|80 PLUS BRONZE|700W|VORTEX|80|BRONZE,FUENTES,121489,RX-700ACV,FUENTE 700W RAIDMAX VORTEX 80 PLUS BRONZE GAMER,RAIDMAX,65327.52,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|RAIDMAX|600W|80 PLUS WHITE|600W|VORTEX|80,FUENTES,121486,RX-600ACV,FUENTE 600W RAIDMAX VORTEX 80 PLUS WHITE GAMER,RAIDMAX,47740.17,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|RAIDMAX|800W|80 PLUS WHITE|800W|VORTEX|80,FUENTES,121487,RX-800ACV,FUENTE 800W RAIDMAX VORTEX 80 PLUS WHITE GAMER,RAIDMAX,64077.44,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|GIGABYTE|850W||850W|PG5|PSU,FUENTES,118490,GP-UD850GM PG5,FUENTE GAMER GIGABYTE 850W PG5/PSU,GIGABYTE                                          ,163344.41,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|EVGA|500W||500W|BR|80|BRONZE,FUENTES,103777,100-BR-0500,FUENTE GAMER EVGA 500W BR 80 BRONZE,EVGA                                              ,106172.76,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|COOLERMASTER|850W||MASTER|SILENT|EDGE|PLATINUM|850W,FUENTES,121454,MPS-8501-AZAP-NBAR,FUENTE COOLER MASTER X SILENT EDGE PLATINUM 850W (Full Modular),COOLER MASTER,419235.52,3.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|COOLERMASTER|850W||MASTER|MWE|GOLD|850W|V3,FUENTES,121451,MPE-8506-ACAG,FUENTE COOLER MASTER MWE GOLD 850W V3 NM FR (No Modular),COOLER MASTER,113761.19,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|COOLERMASTER|650W||MASTER|MWE|GOLD|650W|V3,FUENTES,121449,MPE-6502-ACAAG,FUENTE COOLER MASTER MWE GOLD 650W V3 NM FR (No Modular),COOLER MASTER,78249.57,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|COOLERMASTER|1000W||MASTER|ELITE|GOLD|1000W|FM,FUENTES,121452,MPW-A001-AFAG,FUENTE COOLER MASTER ELITE GOLD 1000W FM (Full Modular),COOLER MASTER,172308.44,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|COOLERMASTER|1200W||MASTER|ELITE|GOLD|1200W|FM,FUENTES,121453,MPW-C001-AFAG,FUENTE COOLER MASTER ELITE GOLD 1200W FM (Full Modular),COOLER MASTER,197399.9,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|GIGABYTE|1000W|80 PLUS GOLD|1000W|PG5|V2|80|GOLD,FUENTES,122705,GP-UD1000GM PG5 V2,FUENTE GAMER GIGABYTE 1000W PG5 V2 80 PLUS GOLD FULL MODULAR,GIGABYTE                                          ,166077.35,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,fuentes,fuentes|ASUS|1000W|80 PLUS GOLD|TUF|1000W|EDITION|80|GOLD,FUENTES,121660,TUF GAMING 1000G WHITE,FUENTE ASUS TUF GAMING 1000W WHITE EDITION ATX 3.1 PCIE 5 80 PLUS GOLD,ASUS,250413.52,8.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|32GB|DDR5|6000|CL36,MEMORIAS,121676,VEU532G6036,MEMORIA PATRIOT DDR5 VIPER ELITE 5 ULTRA DDR5 32GB CL36 6000MTS BLACK HS PE001179,PATRIOT                                           ,812529.17,6.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|32GB|DDR5||CL36,MEMORIAS,121677,VEUR532G6036K,MEMORIA PATRIOT DDR5 VIPER ELITE 5 ULTRA RGB DDR5 32GB CL36 BLACK HS KIT PE001162,PATRIOT                                           ,976088.62,7.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR5|6000|CL38,MEMORIAS,121156,NTSWD5P60SP-16W,MEMORIA NETAC SHADOW II DDR5 6000 16GB C38 WHITE,NETAC ,367056.42,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR5|6000|CL38,MEMORIAS,121155,NTSWD5P60SP-16K,MEMORIA NETAC SHADOW II DDR5 6000 16GB C38 BLACK,NETAC ,367056.42,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR5|6000|CL48,MEMORIAS,121573,AX5U6000C4816G-SLABRBK,MEMORIA XPG DDR5 RGB 16GB C48 6000 BLACK,ADATA,384332.11,4.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR5|6000|CL38,MEMORIAS,122621,NTSHD5P60SP-16KC,MEMORIA NETAC SHADOW III DDR5 6000 16GB C38 BLACK,NETAC ,366122.99,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR4|3200|CL16,MEMORIAS,122622,NTSHD4P32SP-16K,MEMORIA NETAC SHADOW III DDR4 3200 16GB C16 BLACK,NETAC ,231408.78,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL16,MEMORIAS,122623,NTSHD4P32SP-08K,MEMORIA NETAC SHADOW III DDR4 3200 8GB C16 BLACK,NETAC ,119949.89,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR4|3200|CL16,MEMORIAS,122624,NTSHD4P32SP-16W,MEMORIA NETAC SHADOW III DDR4 3200 16GB C16 WHITE,NETAC ,231408.78,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL16,MEMORIAS,122625,NTSHD4P32SP-08W,MEMORIA NETAC SHADOW III DDR4 3200 8GB C16 WHITE,NETAC ,119949.89,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR5|6000|CL36,MEMORIAS,121678,VEUR516G6036,MEMORIA PATRIOT DDR5 VIPER ELITE 5 ULTRA RGB DDR5 16GB 6000Mhz CL36 BLACK HS PE001173,PATRIOT                                           ,488020.38,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|32GB|DDR4|3200|,MEMORIAS,117831,AD4S320032G22-SGN,MEMORIA ADATA SODIMM DDR4 32GB 3200 G22 SGN,ADATA,501437.76,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR4|3200|,MEMORIAS,118295,AD4S320016G22-SGN,MEMORIA ADATA SODIMM DDR4 16GB 3200 G22 SGN,ADATA,231655.68,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias||DDR4|3600|,MEMORIAS,104291,F4-3600C18D-16GTRG,MEMORIA GSKILL TRIDENT Z ROYAL DDR4 16 GB 3600 RGB GOLD 2X8 1.35,G.SKILL                                           ,321859.33,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|32GB|DDR5||CL32,MEMORIAS,120637,PVX532G70C32K,MEMORIA PATRIOT VIPER XTREME 5 DDR5 32GB 7000MT/S CL32 BLK HS DUAL KIT PE001039,PATRIOT                                           ,1335014.31,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR4|3200|CL18,MEMORIAS,116344,PVE2416G320C8,MEMORIA PATRIOT DDR4 VIPER ELITE 2 16GB 3200 MHZ CL18 RED/BLK PE000829,PATRIOT                                           ,268566.78,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL18,MEMORIAS,116345,PVE248G320C8,MEMORIA PATRIOT DDR4 VIPER ELITE 2 8GB 3200 MHZ CL18 RED/BLK PE000830,PATRIOT                                           ,134244.34,2.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL16,MEMORIAS,116370,NTSDD4P32SP-08R,MEMORIA NETAC SHADOW DDR4 3200 8GB C16 RED,NETAC ,124356.01,4.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL16,MEMORIAS,116373,NTSDD4P32SP-08B,MEMORIA NETAC SHADOW DDR4 3200 8GB C16 BLUE,NETAC ,124356.01,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL16,MEMORIAS,116376,NTSDD4P32SP-08Y,MEMORIA NETAC SHADOW DDR4 3200 8GB C16 GOLD YELLOW,NETAC ,124356.01,4.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL16,MEMORIAS,116794,NTBSD4P32SP-08,MEMORIA NETAC BASIC DDR4 DIMM 8GB 3200 C16,NETAC ,121513.18,4.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR4|3200|,MEMORIAS,117832,AD4U320016G22-SGN,MEMORIA ADATA DDR4 16GB 3200 G22 SGN,ADATA,231843.06,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias||DDR4|3200|,MEMORIAS,117957,PSD416G32002S,MEMORIA PATRIOT SIGNATURE LINE SODIMM DDR4 16 GB 3200 MHZ PS001570,PATRIOT                                           ,220554.89,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR4|3200|,MEMORIAS,118301,AX4U320016G16A-SBKD35,MEMORIA XPG 16GB 16A DDR4 3200 D35,ADATA,238053.54,1.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|32GB|DDR5|6000|CL42,MEMORIAS,118928,PVER532G60C42W,MEMORIA PATRIOT DDR5 VIPER ELITE 5 32GB 6000 MHZ RGB CL42 WHITE SINGLE PE000940,PATRIOT                                           ,789550.67,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR5|4800|CL40,MEMORIAS,119121,NTSWD5P48SP-16W,MEMORIA NETAC SHADOW II DDR5 4800 16GB C40 WHITE,NETAC ,344380.88,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|16GB|DDR4|3200|,MEMORIAS,119127,AX4U320016G16A-SBKD35G,MEMORIA XPG 16GB 18I DDR4 3200 RGB,ADATA,247948.33,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|LG|19||19|HD|20U401A,MONITORES,120825,20U401A-B,"MONITOR LG LED 19,5 HDMI HD 20U401A-B",LG                                                ,151744.56,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ASUS|27|180HZ|27|AS|VG279Q3A|FHD|IPS|180HZ,MONITORES,119804,VG279Q3A-J,MONITOR 27 ASUS AS VG279Q3A GAMING FHD IPS 180Hz 1ms,ASUS,253693.99,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ASUS|27|100HZ|27|AS|VA27EHF|FHD|IPS|100HZ,MONITORES,119803,VA27EHF-J,MONITOR 27 ASUS AS VA27EHF FHD IPS 100Hz 1ms,ASUS,188082.39,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|NOBLEX|22||22|FHD|VA|ANTIRREFLEJO|ADAPTATIVE|SM2200,MONITORES,120226,NXSM2200,MONITOR NOBLEX 22 FHD VA ANTIRREFLEJO ADAPTATIVE SM2200,NOBLEX,147324.28,1.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|AOC|24||24|24G42E,MONITORES,120314,24G42E,AOC MONITOR LED 24 24G42E,AOC,326835.76,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|NOBLEX|27||27|FHD|ANTIGLARE|NXSM2700,MONITORES,119987,NXSM2700,MONITOR NOBLEX 27 FHD ANTIGLARE NXSM2700,NOBLEX,188566.69,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ZOWIE|27|240HZ|27|XL2746K|TN|FHD|240HZ|ESCUDO,MONITORES,116297,9H.LKJLB.QBL,MONITOR 27 GAMER ZOWIE XL2746K LED TN FHD 240hz c/escudo Tecnología DyAc? Black eQualizer,ZOWIE,942224.14,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|PHILIPS|27||27|MOD|272V8LA,MONITORES,117341,272V8LA/55,MONITOR PHILIPS LED 27 mod 272v8la,PHILIPS ,193304.6,1.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ZOWIE|24|144HZ|24|XL2411K|TN|FHD|144HZ|TECNOLOGIA,MONITORES,111421,9H.LJPLB.QBR,MONITOR 24 GAMER ZOWIE XL2411K LED TN FHD 144hz Tecnología DyAc Black eQualizer,ZOWIE,340113.56,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|BENQ|27||27|GW2780|IPS|FHD|5MS|ALTAVOZ,MONITORES,116291,9H.LGELA.TPR,MONITOR 27 BENQ GW2780 LED IPS FHD 5ms Altavoz integrado,BENQ,190454.52,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ZOWIE|27|144HZ|27|XL2731|TN|FHD|144HZ|EQUALIZER,MONITORES,108651,9H.LHRLB.QPL,MONITOR 27 GAMER ZOWIE XL2731 LED TN FHD 144hz Black eQualizer,ZOWIE,402731.05,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ZOWIE|27|144HZ|27|XL2731|TN|FHD|144HZ|EQUALIZER,MONITORES,116296,9H.LKCLB.QBL,MONITOR 27 GAMER ZOWIE XL2731 LED TN FHD 144hz Black eQualizer,ZOWIE,402731.05,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ZOWIE|24|240HZ|24|XL2546K|TN|FHD|240HZ|ESCUDO,MONITORES,111420,9H.LJNLB.QBR,"MONITOR 24,5 GAMER ZOWIE XL2546K LED TN FHD 240hz c/escudo Tecnología DyAc Black eQualizer",ZOWIE,894039.4,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|SOLARMAX|19||19|HD|SLIM|NEGRO,MONITORES,121712,SX19F6,MONITOR SOLARMAX 19.3 VGA/HD+ SLIM NEGRO,SolarMax,64826.71,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|SOLARMAX|21||21|FULL|HD|NEGRO,MONITORES,121713,SX22F2,MONITOR SOLARMAX 21.5 FULL HD VGA/HDMI NEGRO,SolarMax,85724.16,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|SOLARMAX|23||23|FULL|HD|NEGRO,MONITORES,121714,SX24F2,MONITOR SOLARMAX 23.6 FULL HD VGA/HDMI NEGRO,SolarMax,108660.39,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|LG|24||24|BORDERLESS|24MS500,MONITORES,6451,24MS500,MONITOR LG LED 24 BORDERLESS 24MS500,LG                                                ,203159.99,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ASUS|24|100HZ|24|VA24EHF|FHD|IPS|100HZ|1MS,MONITORES,120317,VA24EHF-J,MONITOR 24 ASUS VA24EHF FHD IPS 100Hz 1ms,ASUS,137682.19,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|BENQ|27|100HZ|27|GW2791|FHD|IPS|100HZ,MONITORES,120752,9H.LNFLJ.LBL,MONITOR 27 BENQ GW2791 FHD IPS 100hz,BENQ,189135.22,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|BENQ|24|100HZ|24|GW2491|FHD|IPS|100HZ,MONITORES,120753,9H.LNELJ.LBL,MONITOR 24 BENQ GW2491 BLACK FHD IPS 100hz,BENQ,141165.99,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ASUS|27|180HZ|27|VG27AQL3A|QHD|180HZ|FAST|IPS,MONITORES,120416,VG27AQL3A-J,MONITOR 27 ASUS VG27AQL3A QHD 180HZ FAST IPS,ASUS,382734.34,3.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|DAIHATSU|19||19|LM1900|HD,MONITORES,121163,LM1900,MONITOR DAIHATSU LED 19 LM1900 HD HDMI VGA BLACK,Daihatsu,106753.11,1.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|GIGABYTE|26||26|OLED|MO27Q28G|SA,MONITORES,122603,MO27Q28G SA,MONITOR GAMER GIGABYTE 26.5 OLED MO27Q28G-SA,GIGABYTE                                          ,1238665.6,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|SOLARMAX|23|100HZ|23|100HZ|FRAMELESS|CURVO|SLIM|FHD,MONITORES,122560,SX24C7,MONITOR SOLARMAX 23.8 100 HZ FRAMELESS CURVO SLIM FHD HDMI VGA,SolarMax,155800.53,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|SOLARMAX|27|120HZ|27|120HZ|FRAMELESS|CURVO|FHD,MONITORES,122561,SX27C9,MONITOR SOLARMAX 27 120 HZ FRAMELESS CURVO FHD HDMI VGA,SolarMax,196170.35,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|GIGABYTE|24|200HZ|24|GS25F2|200HZ,MONITORES,120360,GS25F2 SA,MONITOR GAMER GIGABYTE 24.5 GS25F2 200hz,GIGABYTE                                          ,194232.17,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|GIGABYTE|27||27|GS27FA|SA,MONITORES,119448,GS27FA SA,MONITOR GAMER GIGABYTE 27 GS27FA-SA,GIGABYTE                                          ,235375.66,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|HP|22||S3|22|FHD,MONITORES,121119,AK2F1UT,MONITOR HP S3 PRO 22 FHD,HP                                                ,166418.84,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|SAMSUNG|22||22|D300,MONITORES,121145,LS22D300GALXZB,MONITOR SAMSUNG LED 22 D300,SAMSUNG,155258.02,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|SAMSUNG|24||24|DG300|G3|PLANO,MONITORES,122598,LS24DG300ELXZB,MONITOR SAMSUNG LED 24 DG300 G3 GAMER PLANO,SAMSUNG,220367.7,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|SAMSUNG|27||27|D300,MONITORES,121242,LS27D300GALXZB,MONITOR SAMSUNG LED 27 D300,SAMSUNG,196200.18,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|SAMSUNG|24||24|D300|FULL|HD|100MHZ,MONITORES,121246,LS24D300GALXZB,MONITOR SAMSUNG 24 D300 FULL HD 100MHZ,SAMSUNG,170867.14,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ASUS|||ROG|STRIX|OLED|XG27AQDMG,MONITORES,122783,XG27AQDMG-J,Monitor gaming ROG Strix OLED XG27AQDMG,ASUS,1046379.73,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|SOLARMAX|27|100HZ|27|100HZ|IPS|FRAMELESS|FHD,MONITORES,122559,SX27F7,MONITOR SOLARMAX 27 100 HZ IPS FRAMELESS FHD HDMI VGA,SolarMax,189257.63,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|DELL|22||22|P2222H|DP,MONITORES,118373,P2222H,MONITOR DELL LED 22 P2222H HDMI DP VGA USB,DELL                                              ,407550.04,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|AOC|24||PLANO|24|2490VX,MONITORES,117749,G2490VX,AOC MONITOR LED PLANO GAMER 24 2490VX,AOC,393430.07,1.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|AOC|27||PLANO|27|2790VX,MONITORES,117748,G2790VX,AOC MONITOR LED PLANO GAMER 27 2790VX,AOC,452601.38,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|H510||LGA1200|H510|BTC|MINERIA|EX6,MOTHER ASROCK,115272,H510 PROBTC+,MOTHER ASROCK (LGA1200) H510 PRO BTC+ MINERIA PCI-Ex6,ASROCK,225462.05,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|B850M|AM5|AM5|B850M,MOTHER ASROCK,120766,B850M PRO-A WIFI,MOTHER ASROCK (AM5) B850M PRO-A WIFI,ASROCK,218652.43,9.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|Z890M||LGA1851|Z890M|PHANTHOM|RIPTIDE,MOTHER ASROCK,119773,Z890M RIPTIDE WIFI,MOTHER ASROCK (LGA1851) Z890M PHANTHOM GAMING RIPTIDE WIFI,ASROCK,384281.41,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|Z890||LGA1851|Z890,MOTHER ASROCK,119771,Z890 PRO-A,MOTHER ASROCK (LGA1851) Z890 PRO-A,ASROCK,277980.99,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|Z890||LGA1851|Z890,MOTHER ASROCK,119772,Z890 PRO-A WIFI,MOTHER ASROCK (LGA1851) Z890 PRO-A WIFI,ASROCK,294696.11,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|Z890||LGA1851|Z890|RS,MOTHER ASROCK,119777,Z890 PRO RS WIFI WHITE,MOTHER ASROCK (LGA1851) Z890 PRO RS WIFI WHITE,ASROCK,359455.71,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|B860||LGA1851|B860|STEEL|LEGEND,MOTHER ASROCK,120128,B860 STEEL LEGEND WIFI,MOTHER ASROCK (LGA1851) B860 STEEL LEGEND WIFI,ASROCK,292850.96,6.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|X870|AM5|AM5|X870|STEEL|LEGEND,MOTHER ASROCK,119754,X870 STEEL LEGEND WIFI,MOTHER ASROCK (AM5) X870 STEEL LEGEND WIFI,ASROCK,426578.51,5.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|B850M|AM5|AM5|B850M,MOTHER ASROCK,120127,B850M-X,MOTHER ASROCK (AM5) B850M-X,ASROCK,189940.72,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|A520M|AM4|AM4|A520M|HDV,MOTHER ASROCK,118112,A520M-HDV,MOTHER ASROCK (AM4) A520M-HDV,ASROCK,72275.29,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|B650M|AM5|AM5|B650M|HDV,MOTHER ASROCK,118287,B650M-HDV/M.2,MOTHER ASROCK (AM5) B650M-HDV/M.2,ASROCK,222438.61,1.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|B650M|AM5|AM5|B650M|PG|RIPTIDE,MOTHER ASROCK,118109,B650M PG RIPTIDE WIFI,MOTHER ASROCK (AM5) B650M PG RIPTIDE WIFI,ASROCK,328312.46,1.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|A620M|AM5|AM5|A620M|HDV,MOTHER ASROCK,119769,A620M-HDV/M.2+,MOTHER ASROCK (AM5) A620M-HDV/M.2+,ASROCK,154458.75,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|B550M|AM4|AM4|B550M|PHANTOM,MOTHER ASROCK,118814,B550M PHANTOM GAMING 4,MOTHER ASROCK (AM4) B550M PHANTOM GAMING 4,ASROCK,136315.29,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|A620M|AM5|AM5|A620M|HDV,MOTHER ASROCK,118193,A620M-HDV/M.2,MOTHER ASROCK (AM5) A620M-HDV/M.2,ASROCK,140853.36,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASROCK|A620M|AM5|AM5|A620M|R2|AX|BT,MOTHER ASROCK,119193,A620M-C R2.0 BULK,MOTHER ASROCK (AM5) A620M-C R2 WIFI-AX+BT (BULK),ASROCK,151644.26,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASUS|A620M|AM5|AM5|PRIME|A620M,MOTHER ASUS,118982,PRIME A620M-K,MOTHER ASUS (AM5) PRIME A620M-K,ASUS,113927.27,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASUS|B760M||LGA1700|PRIME|B760M|D4|CSM,MOTHER ASUS,119264,PRIME B760M-A D4-CSM,MOTHER ASUS (LGA1700) PRIME B760M-A D4 CSM,ASUS,156129.74,10.0,-,-,-,-,-,-,-,-,-,-,-
solo_distribuidor,mothers,mothers|ASUS|A520M|AM4|AM4|PRIME|A520M|CSM,MOTHER ASUS,119263,PRIME A520M-K/CSM,MOTHER ASUS (AM4) PRIME A520M-K CSM,ASUS,79026.02,10.0,-,-,-,-,-,-,-,-,-,-,-
